# Frequency (cm-1)	Intensity (arb. units)
2928.69	3.520349e-13
2930.03	3.496582e-13
2931.36	3.472907e-13
2932.70	3.449324e-13
2934.03	3.425833e-13
2935.36	3.402435e-13
2936.70	3.379127e-13
2938.03	3.355911e-13
2939.37	3.332786e-13
2940.70	3.309752e-13
2942.04	3.286809e-13
2943.37	3.263957e-13
2944.70	3.241195e-13
2946.04	3.218523e-13
2947.37	3.195942e-13
2948.71	3.173450e-13
2950.04	3.151048e-13
2951.38	3.128736e-13
2952.71	3.106513e-13
2954.04	3.084379e-13
2955.38	3.062334e-13
2956.71	3.040378e-13
2958.05	3.018510e-13
2959.38	2.996732e-13
2960.71	2.975041e-13
2962.05	2.953439e-13
2963.38	2.931924e-13
2964.72	2.910498e-13
2966.05	2.889159e-13
2967.39	2.867907e-13
2968.72	2.846743e-13
2970.05	2.825666e-13
2971.39	2.804676e-13
2972.72	2.783773e-13
2974.06	2.762956e-13
2975.39	2.742226e-13
2976.73	2.721582e-13
2978.06	2.701025e-13
2979.39	2.680553e-13
2980.73	2.660168e-13
2982.06	2.639868e-13
2983.40	2.619654e-13
2984.73	2.599525e-13
2986.07	2.579481e-13
2987.40	2.559522e-13
2988.73	2.539649e-13
2990.07	2.519860e-13
2991.40	2.500156e-13
2992.74	2.480537e-13
2994.07	2.461002e-13
2995.41	2.441551e-13
2996.74	2.422184e-13
2998.07	2.402901e-13
2999.41	2.383702e-13
3000.74	2.364587e-13
3002.08	2.345555e-13
3003.41	2.326606e-13
3004.75	2.307741e-13
3006.08	2.288959e-13
3007.41	2.270260e-13
3008.75	2.251644e-13
3010.08	2.233111e-13
3011.42	2.214660e-13
3012.75	2.196291e-13
3014.09	2.178005e-13
3015.42	2.159801e-13
3016.75	2.141680e-13
3018.09	2.123640e-13
3019.42	2.105682e-13
3020.76	2.087805e-13
3022.09	2.070011e-13
3023.42	2.052297e-13
3024.76	2.034665e-13
3026.09	2.017115e-13
3027.43	1.999645e-13
3028.76	1.982256e-13
3030.10	1.964948e-13
3031.43	1.947721e-13
3032.76	1.930575e-13
3034.10	1.913509e-13
3035.43	1.896523e-13
3036.77	1.879618e-13
3038.10	1.862792e-13
3039.44	1.846047e-13
3040.77	1.829382e-13
3042.10	1.812797e-13
3043.44	1.796291e-13
3044.77	1.779865e-13
3046.11	1.763519e-13
3047.44	1.747251e-13
3048.78	1.731064e-13
3050.11	1.714955e-13
3051.44	1.698925e-13
3052.78	1.682975e-13
3054.11	1.667103e-13
3055.45	1.651310e-13
3056.78	1.635596e-13
3058.12	1.619961e-13
3059.45	1.604404e-13
3060.78	1.588925e-13
3062.12	1.573525e-13
3063.45	1.558203e-13
3064.79	1.542959e-13
3066.12	1.527793e-13
3067.46	1.512705e-13
3068.79	1.497694e-13
3070.12	1.482762e-13
3071.46	1.467907e-13
3072.79	1.453130e-13
3074.13	1.438430e-13
3075.46	1.423808e-13
3076.80	1.409263e-13
3078.13	1.394795e-13
3079.46	1.380405e-13
3080.80	1.366091e-13
3082.13	1.351855e-13
3083.47	1.337695e-13
3084.80	1.323612e-13
3086.14	1.309606e-13
3087.47	1.295677e-13
3088.80	1.281824e-13
3090.14	1.268048e-13
3091.47	1.254348e-13
3092.81	1.240725e-13
3094.14	1.227178e-13
3095.47	1.213707e-13
3096.81	1.200312e-13
3098.14	1.186994e-13
3099.48	1.173751e-13
3100.81	1.160585e-13
3102.15	1.147494e-13
3103.48	1.134479e-13
3104.81	1.121540e-13
3106.15	1.108676e-13
3107.48	1.095889e-13
3108.82	1.083176e-13
3110.15	1.070540e-13
3111.49	1.057978e-13
3112.82	1.045492e-13
3114.15	1.033082e-13
3115.49	1.020746e-13
3116.82	1.008486e-13
3118.16	9.963010e-14
3119.49	9.841911e-14
3120.83	9.721562e-14
3122.16	9.601962e-14
3123.49	9.483112e-14
3124.83	9.365011e-14
3126.16	9.247658e-14
3127.50	9.131053e-14
3128.83	9.015195e-14
3130.17	8.900084e-14
3131.50	8.785719e-14
3132.83	8.672100e-14
3134.17	8.559226e-14
3135.50	8.447096e-14
3136.84	8.335713e-14
3138.17	8.225072e-14
3139.51	8.115176e-14
3140.84	8.006022e-14
3142.17	7.897612e-14
3143.51	7.789943e-14
3144.84	7.683017e-14
3146.18	7.576832e-14
3147.51	7.471389e-14
3148.85	7.366686e-14
3150.18	7.262724e-14
3151.51	7.159502e-14
3152.85	7.057020e-14
3154.18	6.955277e-14
3155.52	6.854274e-14
3156.85	6.754010e-14
3158.18	6.654484e-14
3159.52	6.555697e-14
3160.85	6.457647e-14
3162.19	6.360336e-14
3163.52	6.263761e-14
3164.86	6.167924e-14
3166.19	6.072824e-14
3167.52	5.978462e-14
3168.86	5.884834e-14
3170.19	5.791945e-14
3171.53	5.699789e-14
3172.86	5.608371e-14
3174.20	5.517688e-14
3175.53	5.427741e-14
3176.86	5.338529e-14
3178.20	5.250052e-14
3179.53	5.162310e-14
3180.87	5.075304e-14
3182.20	4.989031e-14
3183.54	4.903494e-14
3184.87	4.818691e-14
3186.20	4.734622e-14
3187.54	4.651287e-14
3188.87	4.568687e-14
3190.21	4.486820e-14
3191.54	4.405688e-14
3192.88	4.325289e-14
3194.21	4.245624e-14
3195.54	4.166694e-14
3196.88	4.088496e-14
3198.21	4.011033e-14
3199.55	3.934303e-14
3200.88	3.858307e-14
3202.22	3.783044e-14
3203.55	3.708516e-14
3204.88	3.634721e-14
3206.22	3.561659e-14
3207.55	3.489331e-14
3208.89	3.417737e-14
3210.22	3.346877e-14
3211.56	3.276751e-14
3212.89	3.207358e-14
3214.22	3.138700e-14
3215.56	3.070775e-14
3216.89	3.003585e-14
3218.23	2.937129e-14
3219.56	2.871407e-14
3220.89	2.806420e-14
3222.23	2.742168e-14
3223.56	2.678650e-14
3224.90	2.615867e-14
3226.23	2.553819e-14
3227.57	2.492506e-14
3228.90	2.431928e-14
3230.23	2.372087e-14
3231.57	2.312980e-14
3232.90	2.254610e-14
3234.24	2.196976e-14
3235.57	2.140078e-14
3236.91	2.083916e-14
3238.24	2.028492e-14
3239.57	1.973805e-14
3240.91	1.919855e-14
3242.24	1.866642e-14
3243.58	1.814167e-14
3244.91	1.762430e-14
3246.25	1.711432e-14
3247.58	1.661172e-14
3248.91	1.611652e-14
3250.25	1.562870e-14
3251.58	1.514829e-14
3252.92	1.467527e-14
3254.25	1.420965e-14
3255.59	1.375144e-14
3256.92	1.330064e-14
3258.25	1.285726e-14
3259.59	1.242129e-14
3260.92	1.199275e-14
3262.26	1.157162e-14
3263.59	1.115793e-14
3264.93	1.075167e-14
3266.26	1.035285e-14
3267.59	9.961474e-15
3268.93	9.577542e-15
3270.26	9.201061e-15
3271.60	8.832037e-15
3272.93	8.470470e-15
3274.27	8.116371e-15
3275.60	7.769741e-15
3276.93	7.430586e-15
3278.27	7.098911e-15
3279.60	6.774721e-15
3280.94	6.458020e-15
3282.27	6.148817e-15
3283.60	5.847114e-15
3284.94	5.552919e-15
3286.27	5.266235e-15
3287.61	4.987070e-15
3288.94	4.715429e-15
3290.28	4.451318e-15
3291.61	4.194741e-15
3292.94	3.945709e-15
3294.28	3.704223e-15
3295.61	3.470291e-15
3296.95	3.243922e-15
3298.28	3.025118e-15
3299.62	2.813889e-15
3300.95	2.610241e-15
3302.28	2.414179e-15
3303.62	2.225713e-15
3304.95	2.044846e-15
3306.29	1.871588e-15
3307.62	1.705946e-15
3308.96	1.547927e-15
3310.29	1.397536e-15
3311.62	1.254784e-15
3312.96	1.119676e-15
3314.29	9.922210e-16
3315.63	8.724261e-16
3316.96	7.602991e-16
3318.30	6.558487e-16
3319.63	5.590816e-16
3320.96	4.700072e-16
3322.30	3.886330e-16
3323.63	3.149674e-16
3324.97	2.490189e-16
3326.30	1.907960e-16
3327.64	1.403074e-16
3328.97	9.756171e-17
3330.30	6.256778e-17
3331.64	3.533440e-17
3332.97	1.587083e-17
3334.31	4.185913e-18
3335.64	2.889062e-19
