time_fs,energy_kcal,C3-H7,O2-H7,O1-O2,C1-O1
322.5,-192357.79364687065,1.0424544284128527,2.1628782817247485,1.6076396896792595,1.3413870620417452
324.0,-192358.37887407918,1.0070750828716555,2.0687596463908817,1.639039468168993,1.3326806761602634
325.5,-192355.00636961963,1.0241539204656256,1.986789476418989,1.6532714218927087,1.3361636770712213
327.0,-192354.86382607,1.0238212871046894,1.9674941060639837,1.6513277074202692,1.3421463097840265
328.5,-192354.4746596881,1.0167934452970389,2.0107297389221808,1.6362440945201524,1.3327687165084976
330.0,-192356.56597254786,1.0448422860726656,2.070830916526548,1.6102021253835737,1.3016926602010521
331.5,-192361.42965189565,1.022980040395523,2.1466370779422435,1.5734238310838762,1.265598450975642
333.0,-192364.94069784935,1.0001286024509572,2.1971801101484334,1.5262211668238759,1.2487742902964794
334.5,-192363.70588688884,1.0448429898348202,2.199892480058852,1.471561911699607,1.2601952734008854
336.0,-192360.27670149514,1.0193827910535995,2.207203109206541,1.4158132413190752,1.2869518029244051
337.5,-192357.04471305854,0.9615862216339797,2.223463819584235,1.3667486934450708,1.3108593407397182
339.0,-192349.878362183,0.9792074136170535,2.243883367438403,1.3327899355234403,1.3170819133939229
340.5,-192351.2430307405,0.9899260007843532,2.315902473799803,1.3207168398172515,1.2992136770118714
342.0,-192355.3701988046,1.012742733410926,2.402168768789024,1.3320487067976337,1.2676195712165785
343.5,-192357.15210459725,1.0525531262201817,2.451245288966796,1.3606592769734214,1.2462630497990588
345.0,-192359.45902925587,1.0618608404907723,2.4586747699838023,1.3960287713037742,1.2569569631518527
346.5,-192364.8178301649,1.0747644714001836,2.4302544383594404,1.4318519928809808,1.298770530179193
348.0,-192364.39908896905,1.0591758670741644,2.4045184553192587,1.469131033257332,1.3481102941253151
349.5,-192363.83222649826,1.0135854173688894,2.4018095793394756,1.509122344166032,1.3822785332787602
351.0,-192364.12220024905,1.0170965181859717,2.4005077950054705,1.549495473314877,1.3880384750389578
352.5,-192368.54234385802,1.0415476640520085,2.415328341445254,1.585369996649862,1.363161691786981
354.0,-192365.46355972075,1.0452886083555823,2.425954438097996,1.6094055502864464,1.324315752538539
355.5,-192363.977073114,1.0581107455885903,2.3897063573317285,1.6142265955925674,1.2975762334676852
357.0,-192362.18458386863,1.059367905803925,2.3532931952010188,1.5959522906456056,1.2992513513766597
358.5,-192363.41907190427,1.0669936191632141,2.352356042299606,1.5574156646850879,1.3294706708301045
360.0,-192358.75124657666,1.0852741530582553,2.380691509240224,1.5088223989790304,1.371450256906037
361.5,-192358.4407945424,1.0709117587014663,2.430211417368096,1.463023493338474,1.3982854818437571
363.0,-192357.02169994224,1.0577323777931673,2.4639820301158,1.4279029674262815,1.388749053654676
364.5,-192364.35552388735,1.0620955078611645,2.452134059835888,1.4047621929896221,1.3396803362640015
366.0,-192362.72216454768,1.016129787940768,2.3996795155737143,1.3918272013885409,1.2744546458458037
367.5,-192356.94458877388,0.9890117995187361,2.3238427417145537,1.3858351757781266,1.2379995265051804
369.0,-192353.14477226953,1.0034094269952605,2.260921501123205,1.3863131122507224,1.2584002229697386
370.5,-192356.9668750831,0.9836415379262504,2.2315656024096304,1.3971402125632724,1.3179521531332719
372.0,-192353.76157140912,1.0212613412102407,2.174740956364795,1.4205723609355527,1.37575010006301
373.5,-192356.56821520507,1.055994335417733,2.0907693477994633,1.4545603271574605,1.3982171541063173
375.0,-192361.45784198827,1.025530830805024,2.0441716583458844,1.4951619809552246,1.3776025378861037
376.5,-192365.27315632443,1.0502469337606157,2.027085188646181,1.5381465693002292,1.337208428285359
378.0,-192363.35802024545,1.071441773678932,2.0787992397046278,1.5797600927487632,1.3076171325622588
379.5,-192364.4150832103,1.0401139776360728,2.188990570404388,1.615793360614921,1.3080532995744252
381.0,-192365.3371671694,1.0332929505684616,2.2701460222380816,1.642022971493059,1.3385409346290549
382.5,-192363.83338364004,1.0128926354987655,2.2933407727328845,1.6552733439012426,1.382151169122425
384.0,-192359.6221997929,0.9873851416613416,2.2591145558096106,1.65456239871874,1.4204833573065991
